L_number,resolved_to_ls,terminal_siglum,kind,confidence
244720,Pañcat.,Pañcat.,real,crossed-headword
244740,Kathās.,Kathās.,real,same-cluster
244749,RV.,RV.,real,same-cluster
244751,"Uṇ. ii, 13",Uṇ.,real,same-cluster
244758,MW.,MW.,meta,same-cluster
244829,L.,L.,meta,crossed-headword
244839,MW.,MW.,meta,same-cluster
244841,L.,L.,meta,same-cluster
244852,Cat.,Cat.,meta,same-cluster
244863,L.,L.,meta,same-cluster
244870,MW.,MW.,meta,same-cluster
244872.1,RV.,RV.,real,same-cluster
244875,MW.,MW.,meta,crossed-headword
244894,L.,L.,meta,crossed-headword
244905,VarBṛS.,VarBṛS.,real,crossed-headword
244909,Suśr.,Suśr.,real,crossed-headword
244951,VarBṛS.,VarBṛS.,real,same-cluster
244960,Suśr.,Suśr.,real,crossed-headword
244961,Suśr.,Suśr.,real,crossed-headword
244989,Rājat.,Rājat.,real,crossed-headword
244996,"Dhātup. xxvi, 2",Dhātup.,real,same-cluster
244996,"Dhātup. xxvi, 2",Dhātup.,real,same-cluster
244996,"Dhātup. xxvi, 2",Dhātup.,real,same-cluster
244996,Lalit.,Lalit.,real,same-cluster
245005,MW.,MW.,meta,crossed-headword
245018,RV.,RV.,real,crossed-headword
245019,RV.,RV.,real,crossed-headword
245060,MW.,MW.,meta,same-cluster
245066,RTL. 184,RTL.,real,crossed-headword
245090,R.,R.,real,crossed-headword
245142,Cat.,Cat.,meta,same-cluster
245170,MW.,MW.,meta,crossed-headword
245171.7,Kād.,Kād.,real,same-cluster
245176,Mn.,Mn.,real,same-cluster
245184,261.,261.,real,crossed-headword
245186,MW.,MW.,meta,crossed-headword
245201,VP.,VP.,real,same-cluster
245212,L.,L.,meta,same-cluster
245239,ŚBr.,ŚBr.,real,same-cluster
245241,RV.,RV.,real,same-cluster
245241,RV.,RV.,real,same-cluster
245241,AitBr.,AitBr.,real,same-cluster
245241,RV.,RV.,real,same-cluster
245241,RV.,RV.,real,same-cluster
245241,RV.,RV.,real,same-cluster
245241,RV.,RV.,real,same-cluster
245250,RV.,RV.,real,crossed-headword
245257.1,RV.,RV.,real,same-cluster
245264,RV.,RV.,real,crossed-headword
245271,Nyāyam.,Nyāyam.,real,crossed-headword
245275,W.,W.,meta,same-cluster
245345,W.,W.,meta,same-cluster
245347,MW.,MW.,meta,same-cluster
245350,L.,L.,meta,same-cluster
245351,L.,L.,meta,same-cluster
245361,BhP.,BhP.,real,crossed-headword
245369,W.,W.,meta,crossed-headword
245378,L.,L.,meta,crossed-headword
245381,L.,L.,meta,crossed-headword
245389,Yogas.,Yogas.,real,same-cluster
245392,Pur.,Pur.,real,same-cluster
245397,MBh.,MBh.,real,crossed-headword
245400,BhP.,BhP.,real,same-cluster
245408,MW.,MW.,meta,same-cluster
245410,L.,L.,meta,crossed-headword
245412,MW.,MW.,meta,same-cluster
245426,L.,L.,meta,same-cluster
245432,RV.,RV.,real,same-cluster
245438,MBh.,MBh.,real,crossed-headword
245439,MBh.,MBh.,real,crossed-headword
245440,MBh.,MBh.,real,crossed-headword
245445,R.,R.,real,same-cluster
245458,MW.,MW.,meta,crossed-headword
245479,Kāv.,Kāv.,real,same-cluster
245481,Kāv.,Kāv.,real,crossed-headword
245496,W.,W.,meta,same-cluster
245500,MW.,MW.,meta,same-cluster
245520,MW.,MW.,meta,same-cluster
245521,MW.,MW.,meta,same-cluster
245524,Hariv.,Hariv.,real,same-cluster
245541,TS.,TS.,real,same-cluster
245565,L.,L.,meta,crossed-headword
245566,L.,L.,meta,crossed-headword
245571,RV.,RV.,real,crossed-headword
245606,MW.,MW.,meta,crossed-headword
245672,Kathās.,Kathās.,real,same-cluster
245710,R.,R.,real,crossed-headword
245713,Cat.,Cat.,meta,crossed-headword
245731,MW.,MW.,meta,crossed-headword
245891,W.,W.,meta,same-cluster
245893,MW.,MW.,meta,crossed-headword
245912,MārkP.,MārkP.,real,same-cluster
245974,Buddh.,Buddh.,real,crossed-headword
245976,Kathās.,Kathās.,real,crossed-headword
245990,L.,L.,meta,same-cluster
245991,L.,L.,meta,same-cluster
245992,L.,L.,meta,same-cluster
245993,L.,L.,meta,same-cluster
245994,L.,L.,meta,same-cluster
245999,L.,L.,meta,same-cluster
246001,MW.,MW.,meta,same-cluster
246011,L.,L.,meta,same-cluster
246012,L.,L.,meta,same-cluster
246013,L.,L.,meta,same-cluster
246014,L.,L.,meta,same-cluster
246015,L.,L.,meta,same-cluster
246016,L.,L.,meta,same-cluster
246017,L.,L.,meta,same-cluster
246023,L.,L.,meta,same-cluster
246024,L.,L.,meta,crossed-headword
246027,L.,L.,meta,same-cluster
246028,L.,L.,meta,same-cluster
246039,Suśr.,Suśr.,real,same-cluster
246041,L.,L.,meta,same-cluster
246042,L.,L.,meta,same-cluster
246043,L.,L.,meta,same-cluster
246044,L.,L.,meta,same-cluster
246049.06,MW.,MW.,meta,same-cluster
246049.26,L.,L.,meta,crossed-headword
246049.44,L.,L.,meta,same-cluster
246049.46,L.,L.,meta,crossed-headword
246061,L.,L.,meta,same-cluster
246115,Śiś.,Śiś.,real,same-cluster
246125,RV.,RV.,real,same-cluster
246129.1,RV.,RV.,real,same-cluster
246130,"Naigh. iii, 6.",Naigh.,real,crossed-headword
246132,MW.,MW.,meta,same-cluster
246182,MBh.,MBh.,real,crossed-headword
246184,Divyāv.,Divyāv.,real,crossed-headword
246206,MBh.,MBh.,real,same-cluster
246230,Hariv.,Hariv.,real,same-cluster
246243,MBh.,MBh.,real,same-cluster
246251,W.,W.,meta,crossed-headword
246252,W.,W.,meta,crossed-headword
246273,Bhaṭṭ.,Bhaṭṭ.,real,crossed-headword
246285,Hariv.,Hariv.,real,crossed-headword
246296,Kāraṇḍ.,Kāraṇḍ.,real,crossed-headword
246318,MW.,MW.,meta,same-cluster
246319,MW.,MW.,meta,same-cluster
246320,MW.,MW.,meta,crossed-headword
246334,RV.,RV.,real,crossed-headword
246351,Vop.,Vop.,real,same-cluster
246365,Hariv.,Hariv.,real,same-cluster
246451,MBh.,MBh.,real,same-cluster
246479,MW.,MW.,meta,same-cluster
246485,Hariv.,Hariv.,real,same-cluster
246491,MBh.,MBh.,real,same-cluster
246532,MBh.,MBh.,real,same-cluster
246534,BhP.,BhP.,real,same-cluster
246537,Buddh.,Buddh.,real,same-cluster
246538,Buddh.,Buddh.,real,same-cluster
246550,BhP.,BhP.,real,same-cluster
246629,RV.,RV.,real,same-cluster
246634,Pur.,Pur.,real,same-cluster
246635,Pur.,Pur.,real,same-cluster
246665,R.,R.,real,crossed-headword
246690,MBh.,MBh.,real,crossed-headword
246696,MBh.,MBh.,real,crossed-headword
246699,MBh.,MBh.,real,crossed-headword
246737,RV.,RV.,real,crossed-headword
246738,RV.,RV.,real,crossed-headword
246752,MBh.,MBh.,real,same-cluster
246753,MBh.,MBh.,real,same-cluster
246756,Hariv.,Hariv.,real,same-cluster
246757,Hariv.,Hariv.,real,same-cluster
246763,MBh.,MBh.,real,same-cluster
246771,Hariv.,Hariv.,real,same-cluster
246774,MBh.,MBh.,real,same-cluster
246783,RV.,RV.,real,crossed-headword
246788,RV.,RV.,real,crossed-headword
246806,Hariv.,Hariv.,real,same-cluster
246807,Hariv.,Hariv.,real,same-cluster
246808,Hariv.,Hariv.,real,same-cluster
246811,VP.,VP.,real,same-cluster
246832,Hariv.,Hariv.,real,same-cluster
246849,VP.,VP.,real,same-cluster
246855,MBh.,MBh.,real,crossed-headword
246857.1,RV.,RV.,real,same-cluster
246857.3,RV.,RV.,real,same-cluster
246857.4,RV.,RV.,real,same-cluster
246909.1,Naiṣ.,Naiṣ.,real,same-cluster
246937,W.,W.,meta,same-cluster
246949.1,VP.,VP.,real,crossed-headword
247014,BhP.,BhP.,real,same-cluster
247036,MBh.,MBh.,real,same-cluster
247037,MBh.,MBh.,real,same-cluster
247038,MBh.,MBh.,real,same-cluster
247044,BhP.,BhP.,real,same-cluster
247052,Pur.,Pur.,real,same-cluster
247053,Pur.,Pur.,real,same-cluster
247072,R.,R.,real,same-cluster
247074,MBh.,MBh.,real,same-cluster
247075,MBh.,MBh.,real,same-cluster
247087,MBh.,MBh.,real,same-cluster
247088,MBh.,MBh.,real,same-cluster
247136.1,R.,R.,real,same-cluster
247136.2,R.,R.,real,same-cluster
247151,R.,R.,real,crossed-headword
247155,MBh.,MBh.,real,crossed-headword
247157,MBh.,MBh.,real,same-cluster
247158,MBh.,MBh.,real,same-cluster
247169,Hariv.,Hariv.,real,same-cluster
247171,BhP.,BhP.,real,same-cluster
247192,MBh.,MBh.,real,same-cluster
247302.1,"Pāṇ. iv, 1, 2",Pāṇ.,real,same-cluster
247328,L.,L.,meta,same-cluster
247331,L.,L.,meta,same-cluster
247332,L.,L.,meta,same-cluster
247333,L.,L.,meta,same-cluster
247334,L.,L.,meta,same-cluster
247339,L.,L.,meta,same-cluster
247349,MW.,MW.,meta,same-cluster
247364,Hcat.,Hcat.,real,crossed-headword
247371,MW.,MW.,meta,crossed-headword
247377,L.,L.,meta,crossed-headword
247391,MBh.,MBh.,real,same-cluster
247402,RV.,RV.,real,same-cluster
247405,Naigh.,Naigh.,real,same-cluster
247421,L.,L.,meta,same-cluster
247437,W.,W.,meta,same-cluster
247440,L.,L.,meta,same-cluster
247443,L.,L.,meta,same-cluster
247450,NārUp.,NārUp.,real,crossed-headword
247452,MBh.,MBh.,real,crossed-headword
247465,L.,L.,meta,same-cluster
247466,L.,L.,meta,same-cluster
247483,L.,L.,meta,crossed-headword
247497,RV.,RV.,real,same-cluster
247498,RV.,RV.,real,same-cluster
247499,RV.,RV.,real,same-cluster
247506,MBh.,MBh.,real,same-cluster
247510,R.,R.,real,same-cluster
247526,L.,L.,meta,same-cluster
247540,L.,L.,meta,same-cluster
247564,L.,L.,meta,crossed-headword
247569,L.,L.,meta,same-cluster
247572,L.,L.,meta,same-cluster
247573,L.,L.,meta,same-cluster
247574,L.,L.,meta,same-cluster
247606,L.,L.,meta,crossed-headword
247607,L.,L.,meta,crossed-headword
247612,BhP.,BhP.,real,same-cluster
247613,BhP.,BhP.,real,crossed-headword
247623,RV.,RV.,real,same-cluster
247624,RV.,RV.,real,same-cluster
247648,MW.,MW.,meta,same-cluster
247650,MW.,MW.,meta,crossed-headword
247652,R.,R.,real,crossed-headword
247661,MBh.,MBh.,real,crossed-headword
247674,W.,W.,meta,same-cluster
247675,W.,W.,meta,same-cluster
247680.10,Hit.,Hit.,real,same-cluster
247680.20,W.,W.,meta,same-cluster
247682,MW.,MW.,meta,same-cluster
247682,MW.,MW.,meta,same-cluster
247683,MW.,MW.,meta,same-cluster
247684,MW.,MW.,meta,crossed-headword
247687,MW.,MW.,meta,same-cluster
247695,L.,L.,meta,crossed-headword
247701,RV.,RV.,real,crossed-headword
247707,MBh.,MBh.,real,crossed-headword
247708,MBh.,MBh.,real,crossed-headword
247712,RV.,RV.,real,same-cluster
247715,Buddh.,Buddh.,real,same-cluster
247730,Cat.,Cat.,meta,crossed-headword
247748,RV.,RV.,real,crossed-headword
247753,W.,W.,meta,same-cluster
247754,W.,W.,meta,same-cluster
247756,MW.,MW.,meta,crossed-headword
247757,MW.,MW.,meta,crossed-headword
247758,MW.,MW.,meta,crossed-headword
247769,Nir.,Nir.,real,crossed-headword
247772,Hariv.,Hariv.,real,crossed-headword
247782,MBh.,MBh.,real,crossed-headword
247797,MBh.,MBh.,real,crossed-headword
247817,RV.,RV.,real,crossed-headword
247880,MBh.,MBh.,real,same-cluster
247898,Cat.,Cat.,meta,crossed-headword
247903,MBh.,MBh.,real,same-cluster
247905,Hariv.,Hariv.,real,same-cluster
247910,Hariv.,Hariv.,real,same-cluster
247915,MārkP.,MārkP.,real,same-cluster
247971,RV.,RV.,real,same-cluster
247991,MBh.,MBh.,real,same-cluster
248003,"Pāṇ. iii, 2, 57",Pāṇ.,real,crossed-headword
248022,MW.,MW.,meta,same-cluster
248024.10,BhP.,BhP.,real,same-cluster
248024.12,BhP.,BhP.,real,same-cluster
248024.30,MārkP.,MārkP.,real,same-cluster
248033,MBh.,MBh.,real,crossed-headword
248035,RV.,RV.,real,same-cluster
248038,Mahāvy.,Mahāvy.,real,same-cluster
248055,MBh.,MBh.,real,same-cluster
248094.4,Buddh.,Buddh.,real,crossed-headword
248105,Kāraṇḍ.,Kāraṇḍ.,real,crossed-headword
248115,MBh.,MBh.,real,crossed-headword
248120,Kāv.,Kāv.,real,same-cluster
248145,Suśr.,Suśr.,real,crossed-headword
248156,Kathās.,Kathās.,real,crossed-headword
248182.2,Sāy.,Sāy.,real,same-cluster
248206,AV.,AV.,real,same-cluster
248211,Hariv.,Hariv.,real,same-cluster
248216,BhP.,BhP.,real,same-cluster
248220,BhP.,BhP.,real,same-cluster
248221,BhP.,BhP.,real,same-cluster
248272,Hariv.,Hariv.,real,same-cluster
248284,VS.,VS.,real,same-cluster
248290,Bhaṭṭ.,Bhaṭṭ.,real,crossed-headword
248298,"64, 1",64,real,same-cluster
248318,MBh.,MBh.,real,crossed-headword
248320,RV.,RV.,real,same-cluster
248322,MBh.,MBh.,real,same-cluster
248331,MBh.,MBh.,real,crossed-headword
248334.16,MBh.,MBh.,real,crossed-headword
248334.20,MBh.,MBh.,real,crossed-headword
248334.44,MBh.,MBh.,real,crossed-headword
248334.48,MBh.,MBh.,real,crossed-headword
248348,Kathās.,Kathās.,real,same-cluster
248349,Kathās.,Kathās.,real,crossed-headword
248350,Kathās.,Kathās.,real,crossed-headword
248356,R.,R.,real,same-cluster
248369,RV.,RV.,real,same-cluster
248370,RV.,RV.,real,crossed-headword
248375,"RV. x, 105",RV.,real,same-cluster
248381,Hariv.,Hariv.,real,same-cluster
248383,BhP.,BhP.,real,same-cluster
248384,BhP.,BhP.,real,same-cluster
248390,Cat.,Cat.,meta,same-cluster
248393,Jain.,Jain.,real,same-cluster
248453,MW.,MW.,meta,crossed-headword
248462,Cat.,Cat.,meta,same-cluster
248470,W.,W.,meta,same-cluster
248480,RV.,RV.,real,crossed-headword
248481,RV.,RV.,real,crossed-headword
248490,RV.,RV.,real,same-cluster
248495,RV.,RV.,real,same-cluster
248496,AV.,AV.,real,same-cluster
248533,RV.,RV.,real,crossed-headword
248538,MW.,MW.,meta,crossed-headword
248564,RV.,RV.,real,same-cluster
248572,W.,W.,meta,same-cluster
248586,W.,W.,meta,same-cluster
248610,MBh.,MBh.,real,crossed-headword
248616,Megh.,Megh.,real,crossed-headword
248637,Vet.,Vet.,real,crossed-headword
248641,VarBṛS.,VarBṛS.,real,crossed-headword
248646,RV.,RV.,real,same-cluster
248647,RV.,RV.,real,same-cluster
248650,MBh.,MBh.,real,same-cluster
248651,MBh.,MBh.,real,same-cluster
248656,VP.,VP.,real,same-cluster
248711,RV.,RV.,real,same-cluster
248716.70,MBh.,MBh.,real,crossed-headword
248720,RV.,RV.,real,same-cluster
248728,W.,W.,meta,crossed-headword
248763,BhP.,BhP.,real,crossed-headword
248769,Kathās.,Kathās.,real,crossed-headword
248807,R.,R.,real,crossed-headword
248811,W.,W.,meta,crossed-headword
248894,BhP.,BhP.,real,same-cluster
248897,MBh.,MBh.,real,same-cluster
248898,MBh.,MBh.,real,same-cluster
248901,MBh.,MBh.,real,same-cluster
248928,L.,L.,meta,same-cluster
248962,MW.,MW.,meta,same-cluster
248965,MBh.,MBh.,real,same-cluster
248980,MBh.,MBh.,real,crossed-headword
249000,Vās.,Vās.,real,same-cluster
249013,MBh.,MBh.,real,crossed-headword
249043,AV.,AV.,real,same-cluster
249065,R.,R.,real,same-cluster
249108,MBh.,MBh.,real,crossed-headword
249134,R.,R.,real,same-cluster
249139,VS.,VS.,real,same-cluster
249148,Hariv.,Hariv.,real,same-cluster
249163,RV.,RV.,real,same-cluster
249164,RV.,RV.,real,same-cluster
249251,Rājat.,Rājat.,real,crossed-headword
249252,Rājat.,Rājat.,real,crossed-headword
249253,Rājat.,Rājat.,real,crossed-headword
249254,"Dhātup. xxviii, 50",Dhātup.,real,same-cluster
249261,MBh.,MBh.,real,same-cluster
249287,MBh.,MBh.,real,crossed-headword
249290,L.,L.,meta,crossed-headword
249300,Cat.,Cat.,meta,crossed-headword
249323,W.,W.,meta,same-cluster
249356,L.,L.,meta,crossed-headword
249359,L.,L.,meta,same-cluster
249360,L.,L.,meta,crossed-headword
249375,L.,L.,meta,same-cluster
249376,L.,L.,meta,same-cluster
249377,L.,L.,meta,same-cluster
249381,L.,L.,meta,same-cluster
249396,L.,L.,meta,crossed-headword
249402,BhP.,BhP.,real,crossed-headword
249409,R.,R.,real,crossed-headword
249429,L.,L.,meta,crossed-headword
249433,MW.,MW.,meta,same-cluster
249445,R.,R.,real,same-cluster
249446,R.,R.,real,same-cluster
249470,Bhag.,Bhag.,real,crossed-headword
249472,L.,L.,meta,same-cluster
249492,Hariv.,Hariv.,real,same-cluster
249512,L.,L.,meta,same-cluster
249533,L.,L.,meta,crossed-headword
249535,L.,L.,meta,same-cluster
249539,L.,L.,meta,same-cluster
249562,MBh.,MBh.,real,same-cluster
249571,R.,R.,real,same-cluster
249590,L.,L.,meta,same-cluster
249591,L.,L.,meta,same-cluster
249592,L.,L.,meta,same-cluster
249636,L.,L.,meta,crossed-headword
249654,L.,L.,meta,crossed-headword
249655,L.,L.,meta,crossed-headword
249679,MBh.,MBh.,real,crossed-headword
249711,W.,W.,meta,same-cluster
249712,W.,W.,meta,same-cluster
249718,MW.,MW.,meta,crossed-headword
249752,L.,L.,meta,crossed-headword
249755,MW.,MW.,meta,same-cluster
249788,VS.,VS.,real,crossed-headword
249807,TS.,TS.,real,crossed-headword
249808,TS.,TS.,real,crossed-headword
249817,MW.,MW.,meta,same-cluster
249822,MBh.,MBh.,real,same-cluster
249847,MBh.,MBh.,real,same-cluster
249852,L.,L.,meta,crossed-headword
249853,L.,L.,meta,crossed-headword
249866,Buddh.,Buddh.,real,crossed-headword
249902,VarBṛS.,VarBṛS.,real,same-cluster
249916,Mṛcch.,Mṛcch.,real,crossed-headword
249951,L.,L.,meta,same-cluster
249964,L.,L.,meta,crossed-headword
250002,MBh.,MBh.,real,same-cluster
250004,L.,L.,meta,same-cluster
250015,RV.,RV.,real,same-cluster
250016,RV.,RV.,real,same-cluster
250017,RV.,RV.,real,same-cluster
250052,Inscr.,Inscr.,real,crossed-headword
250052.1,Inscr.,Inscr.,real,crossed-headword
250064,MārkP.,MārkP.,real,same-cluster
250089,MW.,MW.,meta,same-cluster
250182,VarBṛS.,VarBṛS.,real,same-cluster
250196,RV.,RV.,real,crossed-headword
250221,RV.,RV.,real,crossed-headword
250224,RV.,RV.,real,same-cluster
250241,Vedāntas.,Vedāntas.,real,crossed-headword
250251,RV.,RV.,real,crossed-headword
250254,RV.,RV.,real,crossed-headword
250269,MBh.,MBh.,real,same-cluster
250282,RV.,RV.,real,crossed-headword
250283,RV.,RV.,real,crossed-headword
250286,RV.,RV.,real,crossed-headword
250286.1,RV.,RV.,real,crossed-headword
250291,RV.,RV.,real,crossed-headword
250317,L.,L.,meta,same-cluster
250339,R.,R.,real,same-cluster
250346,MBh.,MBh.,real,same-cluster
250372,W.,W.,meta,same-cluster
250373,W.,W.,meta,same-cluster
250379,MW.,MW.,meta,crossed-headword
250386,MBh.,MBh.,real,same-cluster
250400,W.,W.,meta,same-cluster
250411,Kathās.,Kathās.,real,crossed-headword
250416,RV.,RV.,real,crossed-headword
250418,MBh.,MBh.,real,crossed-headword
250436,Mahāvy.,Mahāvy.,real,crossed-headword
250480,W.,W.,meta,same-cluster
250490,MBh.,MBh.,real,crossed-headword
250495,MW.,MW.,meta,same-cluster
250496,MW.,MW.,meta,same-cluster
250511,MBh.,MBh.,real,crossed-headword
250600,Hariv.,Hariv.,real,crossed-headword
250630,"Dhātup. xxvi, 21",Dhātup.,real,same-cluster
250630,"Dhātup. xxvi, 21",Dhātup.,real,same-cluster
250645,AV.,AV.,real,same-cluster
250652,RV.,RV.,real,same-cluster
250681,MBh.,MBh.,real,same-cluster
250682,MBh.,MBh.,real,same-cluster
250684,Hariv.,Hariv.,real,same-cluster
250685,Hariv.,Hariv.,real,same-cluster
250686,Hariv.,Hariv.,real,same-cluster
250687,Hariv.,Hariv.,real,same-cluster
250689,BhP.,BhP.,real,same-cluster
250698,Bālar.,Bālar.,real,same-cluster
250708,R.,R.,real,same-cluster
250739,ChUp.,ChUp.,real,same-cluster
250739,AV.,AV.,real,same-cluster
250739,Kāv.,Kāv.,real,same-cluster
250797,MW.,MW.,meta,crossed-headword
250809,W.,W.,meta,same-cluster
250816,W.,W.,meta,same-cluster
250860,VarBṛS.,VarBṛS.,real,crossed-headword
250861,VarBṛS.,VarBṛS.,real,crossed-headword
250871,MW.,MW.,meta,crossed-headword
250908,MBh.,MBh.,real,same-cluster
250989,MW.,MW.,meta,crossed-headword
250990,MW.,MW.,meta,crossed-headword
251025,Col.,Col.,real,same-cluster
251056,L.,L.,meta,crossed-headword
251085,W.,W.,meta,same-cluster
251088,W.,W.,meta,same-cluster
251148,MW.,MW.,meta,same-cluster
251159,MBh.,MBh.,real,same-cluster
251160,MBh.,MBh.,real,same-cluster
251178,W.,W.,meta,same-cluster
251188,BhP.,BhP.,real,same-cluster
251202,R.,R.,real,crossed-headword
251216,Pat.,Pat.,real,crossed-headword
251301,RV.,RV.,real,same-cluster
251301,Śiś.,Śiś.,real,same-cluster
251304,"Naigh. iii, 25",Naigh.,real,same-cluster
251312,Kathās.,Kathās.,real,crossed-headword
251352,RV.,RV.,real,crossed-headword
251359,BhP.,BhP.,real,same-cluster
251395,Vāgbh.,Vāgbh.,real,same-cluster
251438,Cat.,Cat.,meta,crossed-headword
251457,Cat.,Cat.,meta,crossed-headword
251502,W.,W.,meta,same-cluster
251519,W.,W.,meta,same-cluster
251541.2,Sūryapr.,Sūryapr.,real,crossed-headword
251562,Bhpr.,Bhpr.,real,same-cluster
251571,W.,W.,meta,same-cluster
251586,Buddh.,Buddh.,real,same-cluster
251601,L.,L.,meta,crossed-headword
251614,L.,L.,meta,same-cluster
251615,L.,L.,meta,same-cluster
251666,Cat.,Cat.,meta,same-cluster
251672,Bālar.,Bālar.,real,crossed-headword
251683,L.,L.,meta,same-cluster
251724,MW.,MW.,meta,crossed-headword
251755,L.,L.,meta,same-cluster
251756,L.,L.,meta,same-cluster
251766,L.,L.,meta,crossed-headword
251775,L.,L.,meta,same-cluster
251809,"Uṇ. v, 14",Uṇ.,real,same-cluster
251821,Cat.,Cat.,meta,crossed-headword
251834,AV.,AV.,real,crossed-headword
251838,RV.,RV.,real,same-cluster
251838,RV.,RV.,real,same-cluster
251838,AV.,AV.,real,same-cluster
251838,Megh.,Megh.,real,same-cluster
251838,Kāv.,Kāv.,real,same-cluster
251891,W.,W.,meta,same-cluster
251892,W.,W.,meta,same-cluster
251911,Hariv.,Hariv.,real,crossed-headword
251924,BhP.,BhP.,real,same-cluster
251924,Br.,Br.,real,same-cluster
251924,RV.,RV.,real,same-cluster
251924,RV.,RV.,real,same-cluster
251996,"RV. iv, 20, 5",RV.,real,same-cluster
252008,Br.,Br.,real,same-cluster
252008,Br.,Br.,real,same-cluster
252008,Br.,Br.,real,same-cluster
252019,RV.,RV.,real,same-cluster
252024,RV.,RV.,real,crossed-headword
252025,RV.,RV.,real,crossed-headword
252026,RV.,RV.,real,crossed-headword
252050,MW.,MW.,meta,same-cluster
252051,MW.,MW.,meta,same-cluster
252052.1,MW.,MW.,meta,crossed-headword
252080,Cat.,Cat.,meta,crossed-headword
252090,RV.,RV.,real,same-cluster
252155,MBh.,MBh.,real,crossed-headword
252156,MBh.,MBh.,real,crossed-headword
252158.1,R.,R.,real,crossed-headword
252158.2,R.,R.,real,crossed-headword
252172,Hariv.,Hariv.,real,same-cluster
252180,MBh.,MBh.,real,same-cluster
252181,MBh.,MBh.,real,crossed-headword
252182,MBh.,MBh.,real,crossed-headword
252183,MBh.,MBh.,real,crossed-headword
252187,MBh.,MBh.,real,crossed-headword
252188,MBh.,MBh.,real,crossed-headword
252211,VP.,VP.,real,same-cluster
252213,BhP.,BhP.,real,same-cluster
