k1_slp1,L_sense_count,dcs_freqBand,dcs_band_label,mw_gloss_snippet
GanaskanDa,1,2,rare(2-9),"m. ‘having a solid trunk’, Mangifera sylvatica, L."
Ganatvac,1,2,rare(2-9),"m. ‘thick-barked’, a kind of Lodhra tree, L."
GanavallI,2,1,hapax(1),"f. id., L."
Ganopala,1,1,hapax(1),"m. ‘cloud-stones’, hail, L."
GarGaraka,1,2,rare(2-9),"m. the river Gogra, L."
GarmAntakAmukI,1,1,hapax(1),"f. ‘desirous of the beginning of the rainy season’, a kind of crane, L."
GarzaRAla,1,1,hapax(1),"m. (for ˚laya) a wooden roller for grinding, L."
GarzaRI,1,2,rare(2-9),"f. turmeric, L. (cf. kara-.)"
GawABiDA,1,2,rare(2-9),"f. ‘named after (i.e. resembling) a jar’, a round kind of gourd, L."
GawadAsI,1,2,rare(2-9),"f. a bawd, L."
GawodBava,1,1,hapax(1),"m. = ˚wa-B˚, L."
GawwagA,1,2,rare(2-9),"f. N. of a river, L."
GfRAvAsa,1,1,hapax(1),"for Gana-v˚, L."
GftakaraYja,1,2,rare(2-9),"m. a kind of Karañja tree, L."
GftamaRqalikA,1,1,hapax(1),"f. = -maRqA, L."
GftaparRaka,1,1,hapax(1),"m. id., L."
Gfzwi,5,2,rare(2-9),"m. a hog (cf. gfzwi), L."
GoRAntaBedana,1,1,hapax(1),"m. ‘having a snout that is divided at the end’, a hog, L."
GoRin,1,2,rare(2-9),"m. ‘large-snouted’, a hog, L."
GoRwA,2,3,uncommon(10-99),"f. a kind of jujube, L."
GolI,1,2,rare(2-9),"f. purslain, L. (cf. araRya-, kzudra-, and vana-GolI.)"
GolikA,1,2,rare(2-9),"f. = ˚lI, L."
GurGura,1,1,hapax(1),"m. a kind of worm burrowing in the skin (Dracunculus), L."
Guwi,1,1,hapax(1),"f. id., L."
ISAnI,1,3,uncommon(10-99),"f. the silk-cotton tree, Bombax Heptaphyllum, L."
IlI,1,1,hapax(1),f. a kind of weapon (sometimes considered as a cudgel and sometimes as a short sword or st
IqA,1,2,rare(2-9),"f. praise, commendation, L."
Irzya,1,1,hapax(1),"mfn. envious, envying, L."
IzaRA,1,2,rare(2-9),"f. haste, L."
JAwala,1,1,hapax(1),"m. Bignonia suaveolens, L."
JaRqUka,1,1,hapax(1),"m. Gomphrena globosa, L."
JaYJAvAta,1,1,hapax(1),"m. id., L."
JazA,1,2,rare(2-9),"(A), f. Uraria lagopodioides, L."
JiRwI,1,2,rare(2-9),"f. Barleria cristata, L."
JiRwikA,1,2,rare(2-9),"f. Barleria cristata, L."
JiYJirA,1,2,rare(2-9),"f. N. of a shrub, L."
JiYJirIwA,1,2,rare(2-9),"f. id., L."
KAnika,1,1,hapax(1),"n. an opening in a wall, breach, L."
KArika,1,1,hapax(1),"mfn. = ˚rIka, L., Sch."
KAwa,1,1,hapax(1),"m. (= Kawwi) a bier, cot or bedstead on which dead bodies are conveyed to the pyre, L."
KaRqaja,1,2,rare(2-9),"m. treacle, candied sugar (= guqa, yavAsa-SarkarA), L."
KaRqala,1,1,hapax(1),"m. n. (g. arDarcAdi) a piece, L."
KaRqalavaRa,1,2,rare(2-9),"n. black salt, L."
KaRqamodaka,1,2,rare(2-9),"m. = -ja, L."
KaRqasAra,1,1,hapax(1),"m. = -ja, L."
KadirakA,1,1,hapax(1),"f. lac (lAkzA), L."
KadirapattrikA,1,2,rare(2-9),"f. a sensitive plant (kind of Mimosa), L."
KagAntaka,1,1,hapax(1),"m. ‘destroyer of birds’, a hawk, falcon, L."
KageSvara,2,2,rare(2-9),"m. ‘the chief of the birds’, a vulture, L."
KajAkA,1,2,rare(2-9),"f. a ladle, L."
Kajyotis,1,1,hapax(1),"m. a shining flying insect, fire-fly &c., L."
Kapuwa,1,1,hapax(1),"mfn. one who eats out of his own hands, L."
KaqgaSimbI,1,2,rare(2-9),"f. ‘sword bean’, French bean, L."
KarAhvA,1,2,rare(2-9),"f. the plant aja-modA, L."
KarAri,1,1,hapax(1),"m. ‘Khara's enemy’, N. of Rāma, L."
KaraganDA,1,1,hapax(1),"f. Uraria Lagopodioides, L."
KarakAzWikA,1,1,hapax(1),"f. ‘having hard wood’, Sida cordifolia, L."
Karaka,1,2,rare(2-9),"m. roaring of water, L."
KarapattrI,2,2,rare(2-9),"f. = -parRinI, L."
Karapattraka,1,1,hapax(1),"m. a variety of Ocimum, L."
KaraskanDA,1,2,rare(2-9),"f. Phoenix sylvestris, L."
KarayazwikA,1,1,hapax(1),"f. ‘rough-stemmed’, N. of a plant, L."
KarikA,1,2,rare(2-9),"f. powdered musk, L."
KarjUGna,3,2,rare(2-9),"m. (= ˚rju-G˚) the thorn-apple, L."
Karju,3,1,hapax(1),"f. scratching, itching, itch, scab, L."
KarparItutTa,1,2,rare(2-9),"n. a kind of collyrium, L."
KasKasa,1,2,rare(2-9),"m. (= Kasa-tila) poppy, L."
KasKasarasa,1,1,hapax(1),"m. poppy-juice, opium, L."
KasamBavA,1,1,hapax(1),"f. spikenard (= AkASa-mAMsI), L."
KawI,1,3,uncommon(10-99),"f. chalk, L."
OrDvadEhika,1,2,rare(2-9),"mfn. = OrDvadehika, L."
Otkarzya,1,1,hapax(1),"n. id., L."
Ozara,2,2,rare(2-9),"n. (fr. Uzara), fossil salt, L."
Ozaraka,1,1,hapax(1),"n. fossil salt, L."
PAlgunIBava,1,1,hapax(1),"m. N. of the planet Jupiter, L. (cf. PalgunI-B˚)."
PaRaDara,2,1,hapax(1),"m. id., L."
PaRihantrI,1,1,hapax(1),"f. Piper Chaba (?), L."
PaRijihvA,1,2,rare(2-9),"f. ‘s˚'s tongue’, N. of 2 plants (mahA-SatAvarI and mahA-samaNga), L."
PaRijihvikA,1,1,hapax(1),"f. id. and Emblica Officinalis, L."
PaRivallI,1,2,rare(2-9),"(L.; ifc. ˚lIka),"
PaYjI,1,3,uncommon(10-99),"f. Clerodendrum Siphonantus, L."
PaYjikA,3,2,rare(2-9),"f. id., L."
Pakka,1,1,hapax(1),"m. a cripple, L."
PalADyakza,1,1,hapax(1),"m. ‘superintendent of f˚’, Mimusops Kauki, L."
PalAQyA,1,1,hapax(1),"f. the wild plantain, L."
PalAmla,2,2,rare(2-9),"m. Rumex Vesicarius, L."
PalAmlapaYcaka,1,1,hapax(1),"n. the 5 acid or sour fruits, viz. bergamot, orange, sorrel, tamarind and citron, L. (cf. "
PalaSESira,1,1,hapax(1),"m. Zizyphus Jujuba, L."
Palacoraka,1,2,rare(2-9),"m. a kind of perfume, L."
PalamuKyA,1,1,hapax(1),"f. a species of plant (= aja-modA), L."
PalapUra,1,2,rare(2-9),"m. ‘full of kernels’, the citron tree, L."
PalapriyA,2,1,hapax(1),"f. Aglaia Odorata, L."
PalapucCa,1,1,hapax(1),"m. a partic. species of esculent root or bulb, L."
PalapuzpA,2,1,hapax(1),"f. a species of date tree, L."
Palasneha,1,2,rare(2-9),"m. ‘having oil in its f˚’, a walnut tree, L."
Palavfkzaka,1,1,hapax(1),"m. the bread-fruit tree, L."
PalazAqava,1,2,rare(2-9),"m. the pomegranate tree, L. (written SAq˚)."
PalguvAwikA,1,2,rare(2-9),"f. Ficus Oppositifolia, L."
PalguvfntAka,1,2,rare(2-9),"m. a species of Calosanthes, L."
PalikA,1,2,rare(2-9),"f. Dolichos Lablab or Thespesia Populneoides, L."
Palka,2,1,hapax(1),"mfn. one who has an expanded or extended body (= visAritANga), L."
PenA,1,2,rare(2-9),"(A), f. a kind of shrub (= sAtalA), L."
PenadugDA,1,1,hapax(1),"f. a kind of small shrub (= dugDa-PenI), L."
PeraRqa,2,1,hapax(1),"m. a jackal, L. (also ˚ruRqa, L.)"
Pi,3,1,hapax(1),"m. a wicked man, L."
Pullita,1,1,hapax(1),"mfn. expanded, blown, L."
SAKAkaRwa,1,1,hapax(1),"m. Euphorbia Nerifolia or Antiquorum, L."
SAKAla,1,1,hapax(1),"m. Calamus Rotang, L."
SAKApitta,1,1,hapax(1),"n. inflammation of the extremities (i.e. the hands, feet &c.), L."
SAKAsTi,1,1,hapax(1),"(˚KAs˚), n. a bone of the arm or leg, a long bone, L."
SASvatI,1,2,rare(2-9),"(I), f. the earth, L."
SAbaraka,1,2,rare(2-9),"m. (w.r. SAv˚) Symplocos Racemosa, L."
SAkANga,1,1,hapax(1),"n. pepper, L."
SAkaSAkawa,1,1,hapax(1),"n. a bed or field of veg˚, L."
SAkacukrikA,1,1,hapax(1),"f. the tamarind, L."
SAkavIra,2,2,rare(2-9),"m. Chenopodium, L."
SAkavfkza,1,2,rare(2-9),"m. the Teak tree, L."
SAkawapotikA,1,1,hapax(1),"f. Basella Rubra, L."
SAkayogya,1,1,hapax(1),"m. coriander, L."
SAlAvfka,1,3,uncommon(10-99),"m. ‘h˚-wolf’, a dog, cat, jackal &c., L. (cf. sAlAvfka/)."
SAlInA,1,2,rare(2-9),"(A), f. Anethum Panmorium or another species, L."
SAlaparRI,1,3,uncommon(10-99),"f. Desmodium or Hedysarum Gangeticum, L."
SAlaparRikA,1,1,hapax(1),"f. a kind of fragrant plant (prob. = next), L."
SAlarasa,1,1,hapax(1),"m. = -niryAsa, L."
SAlasAra,2,1,hapax(1),"m. a tree, L."
SAliYca,1,2,rare(2-9),"mf(I). = SAlAYji, L."
SAlmalIPala,1,1,hapax(1),"m. a partic. fruit-tree, L."
SAlmalIvezwa,1,1,hapax(1),"m. the gum or resin of the Śālmali tree, L."
SAlmalin,1,1,hapax(1),"m. N. of Garuḍa (cf. SAlmali-sTa), L."
SAlmalipattraka,1,2,rare(2-9),"m. Alstonia Scholaris, L."
SAmanI,1,1,hapax(1),"(I), f. the southern quarter, L."
SAna,1,2,rare(2-9),"m. (cf. 1. SARa) a whetstone, grindstone, touchstone, L."
SArNgezwA,1,3,uncommon(10-99),"v.l. for prec., L."
SElaDAtuja,1,1,hapax(1),"n. a kind of mineral resin, L."
SElaganDa,1,1,hapax(1),"n. a kind of sandal, L."
SElagarBAhvA,1,1,hapax(1),"f. a kind of medicinal substance, L."
SElaniryAsa,2,2,rare(2-9),"m. ‘rock-exudation’ id., L."
SElasamBUta,1,1,hapax(1),"n. red chalk, L."
SElavalkalA,1,1,hapax(1),"f. a kind of medicinal substance, L."
SElendrajA,1,1,hapax(1),"f. N. of the Gaṅgā, L."
SElendrasTa,1,1,hapax(1),"m. a birch tree, L."
SEvalinI,1,2,rare(2-9),"f. a river, L."
SEza,1,2,rare(2-9),"m. (?for SESa; see SESira/ above) the cool season, L."
SIGrapuzpa,1,1,hapax(1),"m. Agati Grandiflora, L."
SItANgI,1,1,hapax(1),"f. a kind of Mimosa, L."
SItaBIru,1,2,rare(2-9),"m. sensitive to cold, Jasminum Zambac, L."
SItaSivA,2,2,rare(2-9),"(A), f. dill, L."
SItaganDa,1,1,hapax(1),"n. ‘having cool fragrance’, white sandal, L."
SItalaka,2,2,rare(2-9),"m. marjoram, L."
SItamaYjarI,1,1,hapax(1),"f. Nyctanthes Arbor Tristis, L."
SItapAkinI,1,1,hapax(1),"f. = kAkolI, mahAsamaNgA, L."
SItapriya,1,1,hapax(1),"m. = parpawa, L."
SItavIryaka,1,1,hapax(1),"m. Ficus Infectoria, L."
SOklikeya,1,1,hapax(1),"m. a sort of poison, L. (prob. w.r. for SOlkikeya, q.v.)"
SOktikeya,1,1,hapax(1),"n. a pearl, L."
SUdrapriya,2,1,hapax(1),"mfn. dear to a Ś˚, L."
SUkakIwa,1,2,rare(2-9),"m. a kind of caterpillar covered with bristles or hairs (accord. to some ‘a scorpion’), L."
SUkatfRa,1,2,rare(2-9),"n. a kind of spiky grass, L."
SUlAri,1,1,hapax(1),"m. Terminalia Catappa, L."
SUlaDarA,1,1,hapax(1),"(A), f. N. of Durgā, L."
SUlahantrI,1,1,hapax(1),"f. ‘colic-removing’, Ptychotis Ajowan, L."
SUlaka,1,2,rare(2-9),"m. (cf. SUkala) a restive horse, L."
SUlapattrI,1,1,hapax(1),"f. a kind of grass, L."
SUnyA,3,2,rare(2-9),"(A), f. a hollow reed, L."
SUnyASUnya,1,2,rare(2-9),"n. emancipation of the spirit even during a person's life (= jIvan-mukti), L."
SUnyamaDya,1,1,hapax(1),"m. ‘having a hollow or empty centre’, a hollow reed, L."
SUrpaka,1,2,rare(2-9),"m. N. of a demon (an enemy of Kāmadeva), L."
SUrpaparRI,1,3,uncommon(10-99),"f. a sort of bean, Phaseolus Trilobus, L."
SaNKAhvA,1,1,hapax(1),"f. Andropogon Aciculatus, L."
SaNKadrAva,1,1,hapax(1),"m. a solvent for dissolving the conch or other shells (used in medicine), L."
SaNKadrAvin,1,1,hapax(1),"m. ‘shell-dissolver’, Rumex Vesicarius, L."
SaNKamUla,1,1,hapax(1),"n. a partic. esculent root, L."
SaNKanAmnI,1,1,hapax(1),"f. Andropogon Aciculatus, L."
SaNKanaka,1,2,rare(2-9),"m. = next, L. (prob. w.r.)"
SaNKapARi,1,2,rare(2-9),"m. ‘holding a conch in the hand’, N. of Viṣṇu, L."
SaNKayUTikA,1,1,hapax(1),"f. Jasminum Auriculatum, L."
SaNKikA,1,2,rare(2-9),"f. Andropogon Aciculatus, L."
SaNKinIPala,1,1,hapax(1),"m. Acacia Sirissa, L."
SaRaGaRwikA,1,2,rare(2-9),"f. Crotolaria of various species, L."
SaRaparRI,1,1,hapax(1),"f. Pentaptera Tomentosa, L."
SaRikA,1,1,hapax(1),"f. Crotolaria of various species, L."
SaSAdana,1,1,hapax(1),"m. ‘h˚-eater’, the brown hawk, L."
SaSaSimbikA,1,1,hapax(1),"f. a partic. plant, L."
SaSaplutaka,1,2,rare(2-9),"n. a scratch with a finger-nail, L."
SaSarajas,1,1,hapax(1),"n. ‘dirt on a hare’, a partic. measure of length or capacity, L."
SaSiBUzaRa,1,2,rare(2-9),"m. ‘m˚-decorated’, N. of Śiva, L."
SaSipriyA,1,1,hapax(1),"f. ‘loved of the m˚’, a lunar mansion personified, L."
SaSipriya,1,2,rare(2-9),"n. a pearl, L."
SaSivAwikA,1,1,hapax(1),"f. Boerhavia Procumbens, L."
SaWAmbA,1,1,hapax(1),"f. Clypea Hernandifolia, L."
Sabarakanda,1,1,hapax(1),"m. a sweet potato, L."
SabdAla,1,1,hapax(1),"mfn. sonorous, L."
SacISa,1,1,hapax(1),"m. ‘lord of Śacī’, N. of Indra, L."
SakrabIja,1,1,hapax(1),"n. the seed of Wrightia Antidysenterica, L."
SakracApasamudBavA,1,1,hapax(1),"f. a kind of cucumber, L."
SakramAtf,1,2,rare(2-9),"f. Clerodendrum Siphonantus, L."
SakramUrDan,1,1,hapax(1),"m. I˚'s head, an ant-hill, L."
Sakranandana,1,2,rare(2-9),"m. ‘I˚'s son’, patr. of Arjuna, L."
SakrapAdapa,2,2,rare(2-9),"m. Pinus Deodora, L."
SakrapuzpikA,1,1,hapax(1),"f. Menispermum Cordifolium, L."
Sakrataru,1,1,hapax(1),"m. a species of plant (= vijayA), L."
SakravallI,1,2,rare(2-9),"f. colocynth, L."
Sakravfkza,1,1,hapax(1),"m. Wrightia Antidysenterica, L."
Saktihetika,1,1,hapax(1),"mfn. armed with a spear or lance, L."
SakulAkzI,1,1,hapax(1),"f. a kind of Dūrvā grass, L. (cf. prec.)"
SakulAkzaka,1,1,hapax(1),"m. ‘fish-eyed’, white bent-grass, Panicum Dactylon (the blossoms are white and compared to"
SakulArBaka,1,1,hapax(1),"m. a sort of fish, L."
Sakulin,1,2,rare(2-9),"m. a fish, L. (prob. w.r. for Sakalin, q.v.)"
Sakunda,1,1,hapax(1),"m. Nerium Odorum, L. (cf. Sata-kunda)."
Salaka,2,2,rare(2-9),"m. a spider, L."
Salkin,1,2,rare(2-9),"m. ‘having scales’, a fish, L."
SalyadA,1,1,hapax(1),"f. a kind of plant (= medA), L."
Salyaloman,1,1,hapax(1),"n. a porcupine's quill, L."
SamBalI,1,1,hapax(1),"f. a procuress, L. (cf. SamPalI and SamBalI)."
SamBuvallaBa,1,1,hapax(1),"n. ‘beloved by Śiva’, the white lotus, L."
SambAkfta,1,1,hapax(1),"mfn. twice ploughed, L."
SambalI,1,2,rare(2-9),"(I), f. a procuress, L. (cf. SamBalI and SamPalI)."
SambarI,3,2,rare(2-9),"(I), f. Salvinia Cucullata, L.; Croton Polyandrum, L."
SambarasUdana,1,1,hapax(1),"m. ‘destroyer of Ś˚’, the god of love, L.,"
SanivAra,1,2,rare(2-9),"m. S˚'s day, Saturday, L."
SarAwi,1,1,hapax(1),"f. a sort of bird (of the heron kind; more commonly called Śarāli), L."
SarIrAsTi,1,1,hapax(1),"n. bones of the body, a skeleton, L."
Saradanta,1,1,hapax(1),"m. the end of autumn, winter, L."
Saratpuzpa,1,1,hapax(1),"m. Tabernaemontana Coronaria, L."
SarkarAvat,1,1,hapax(1),"mfn. full of stony particles, gritty, gravelly, L."
SarvAkza,1,1,hapax(1),"n. the fruit of Ganitrus Sphaeica, L."
SastrANgA,1,1,hapax(1),"f. a kind of sorrel, L."
SastrAyasa,1,2,rare(2-9),"n. iron, steel, L."
SastracUrRa,1,1,hapax(1),"n. iron-filings, L."
SastrakoSataru,1,1,hapax(1),"m. a thorny Gardenia, L."
SataDAman,1,1,hapax(1),"m. ‘having a h˚ forms’, N. of Viṣṇu, L."
SatacCada,1,1,hapax(1),"m. a sort of woodpecker, Picus Bengalensis, L."
SatagranTi,1,1,hapax(1),"‘having a h˚ knots’, Dūrvā grass, L."
SatakIrti,1,1,hapax(1),"m. N. of the 10th Arhat of the future Utsarpiṇī, L."
SatamUlA,2,2,rare(2-9),"(A), f. Dūrvā grass, L."
SatamUlI,1,2,rare(2-9),"(I), f. Asparagus Racemosus, L."
SatamUlikA,2,2,rare(2-9),"f. Asparagus Racemosus, L. (also ˚lI)"
SatanetrikA,1,1,hapax(1),"f. Asparagus Racemosus, L."
SatapAdI,2,1,hapax(1),"f. a centipede, L."
Satapada,1,1,hapax(1),n. (with cakra) an astronomical circle with a h˚ divisions for exhibiting the various div˚
SatapattrikA,2,2,rare(2-9),"(ikA), f. a kind of rose, L."
SataprAsa,1,1,hapax(1),"m. Nerinm Odorum, L."
SataprasUnA,1,1,hapax(1),"f. Anethum Sowa, L."
SatapuzpikA,1,2,rare(2-9),"f. Anethum Sowa, L."
SataveDin,1,2,rare(2-9),"m. Rumex Vesicarius, L."
SatayajYa,1,2,rare(2-9),"m. ‘having a h˚ sacrifices’, N. of Indra, L."
SatruBaNga,1,1,hapax(1),"m. Saccharum Munjia, L."
Sazpavat,1,1,hapax(1),"mfn. containing young grass, L."
SePAli,1,1,hapax(1),"f. id., L."
SfNgakanda,1,1,hapax(1),"m. Trapa Bispinosa, L."
SfNgamUla,1,1,hapax(1),"m. Trapa Bispinosa, L."
SfNgaroha,1,1,hapax(1),"v.l. for SuRq-r˚, L."
SfNgaruha,1,1,hapax(1),"m. Trapa Bispinosa, L."
SiKAbanDa,1,2,rare(2-9),"m. a tuft of hair, L."
SiKAkanda,1,1,hapax(1),"n. a kind of onion or garlic, L."
SiKikaRWa,1,2,rare(2-9),"n. blue vitriol, L."
SiKimodA,1,1,hapax(1),"f. a kind of plant (= aja-m˚), L."
SiKipriya,1,1,hapax(1),"m. a kind of jujube tree, L."
SiKivAhana,1,2,rare(2-9),"m. ‘having a peacock for his vehicle’, N. of Kārttikeya, L."
SiNGARa,6,1,hapax(1),"m. (also written SiMhARa or SiMhAna) Os Sepiae, L."
SiNGARaka,1,1,hapax(1),"m. n. the mucus of the nose, phlegm, L."
SiPAruha,1,1,hapax(1),"m. ‘growing from fibres which descend to the ground’, the Banyan tree, L."
SiSirA,2,2,rare(2-9),"(A), f. a partic. drug (= reRukA), L."
SiSumAramuKI,1,1,hapax(1),"f. ‘dolphin-faced’, N. of one of the Mātṛs attending on Skanda, L."
SiSupAlaka,2,1,hapax(1),"m. ‘protector of children’, N. of a king (= SiSu-pAla), L."
SiSupriya,2,1,hapax(1),"m. ‘dear to children’, treacle, L."
SigrubIja,1,1,hapax(1),"n. the seed of the Moringa tree, L."
SilAdadru,1,2,rare(2-9),"m. ‘rock-eruption’, bitumen, L."
SilAhva,1,3,uncommon(10-99),"(˚lAh˚), n. ‘st˚-named’, bitumen, L."
SilAnta,1,1,hapax(1),"(˚lAnta), m. Bauhinia Tomentosa, L."
SilAprasUna,1,1,hapax(1),"n. ‘rock-produced’, bitumen, L."
SilAramBA,1,1,hapax(1),"(˚lAr˚), f. the wild plantain, L."
SilAtmaja,1,1,hapax(1),"(˚lAt˚), n. ‘rock-born’, iron, L."
SilAtvac,1,1,hapax(1),"f. = -valkA, L."
Silaja,1,1,hapax(1),"n. bitumen, L. (cf. SilA-ja)"
SilpakAra,1,1,hapax(1),"m. an artisan, mechanic, L."
SimbA,1,1,hapax(1),"(A), f. (also written simbA) a pod, L."
SimbIPala,1,1,hapax(1),"n. Tabernaemontana Coronaria, L."
SimbikA,1,2,rare(2-9),"(A), f. a pod, legume, L."
Simbika,1,1,hapax(1),"m. a black variety of Phaseolus Mungo, L."
SimfqI,1,2,rare(2-9),"f. a kind of shrub, L."
SirIzapattrA,1,1,hapax(1),"f. a kind of white Kiṇihī (q.v.), L."
SiraHPala,1,1,hapax(1),"m. the cocoa-nut tree, L."
Sirogfha,1,1,hapax(1),"n. a top-room, a room on the top of a house, L."
Siroratna,1,2,rare(2-9),"n. ‘crest-gem’, jewel worn on the head, L."
Siroruh,1,1,hapax(1),"m. ‘head-growing’, hair of the head, L."
Sirovasti,1,3,uncommon(10-99),"m. or f. (?) pouring oil or other liquids on the head, L."
Sirovezwa,1,1,hapax(1),"a head-dress, turban, L."
Sirovftta,1,2,rare(2-9),"n. pepper, L."
SitisAraka,1,1,hapax(1),"m. ‘having a dark essence’, Diospyros Embryopteris, L."
SivAPalA,1,1,hapax(1),"f. Prosopis Spicigera or Mimosa Suma, L."
SivAhlAda,1,1,hapax(1),"m. ‘Śiva's joy’, Getonia Floribunda, L."
SivAhvA,1,1,hapax(1),"f. ‘called after Ś˚’, a species of creeper, L."
SivAkza,1,1,hapax(1),"n. the seed of Elaeocarpus Ganitrus, L."
SivAlu,1,1,hapax(1),"m. a jackal (cf. under Siva and SivA), L."
SivabIja,1,2,rare(2-9),"n. ‘Śiva's seed’, quick silver, L."
SivadAru,1,1,hapax(1),"n. the tree Pinus Deodora, L."
Sivadruma,1,1,hapax(1),"m. Aegle Marmelos, L."
SivadvizwA,1,1,hapax(1),"f. Pandanus Odoratissimus, L."
SivamallI,2,2,rare(2-9),"f. = -mallikA, L."
Sivamallaka,1,1,hapax(1),"m. Terminalia Arjuna, L."
SivamallikA,1,1,hapax(1),"(ikA), f. Agati Grandiflora, L."
Sivapada,1,2,rare(2-9),"n. final liberation, emancipation, L."
SivapriyA,1,2,rare(2-9),"(A), f. N. of the goddess Durgā, L."
Sivapuzpaka,1,1,hapax(1),"m. Calotropis Gigantea, L."
SivavIrya,1,2,rare(2-9),"n. quicksilver, L."
SivavallI,2,2,rare(2-9),"f. id., L."
SivezwA,1,1,hapax(1),"(A), f. Dūrvā grass, L."
Sivezwa,2,2,rare(2-9),"m. ‘loved by Ś˚’, Aegle Marmelos, L."
SlIpadApaha,1,1,hapax(1),"m. ‘removing or curing elephantiasis’, the tree Putranjiva Roxburghii, L."
SlakzRatvac,1,2,rare(2-9),"m. ‘having a smooth bark’, Bauhinia Tomentosa, L."
SlezmAta,1,2,rare(2-9),"m. Cordia Latifolia, L."
SlezmaGnI,3,1,hapax(1),"(I), f. Arabian jasmine, L."
Slezmaka,1,1,hapax(1),"n. phlegm, the phlegmatic humour, L."
SmaSAnavAsin,2,2,rare(2-9),"mfn. dwelling in b˚-gr˚, L."
SmaSAnavAsinI,1,1,hapax(1),"f. N. of Kālī, L."
SoPaGnI,2,2,rare(2-9),"f. ‘removing swellings’, Desmodium Gangeticum, L."
SoPahArin,1,1,hapax(1),"m. id., Ocimum Pilosum, L."
SoPanASana,1,1,hapax(1),"m. id., a kind of plant (= nIla), L."
SoRaJiRwikA,1,1,hapax(1),"f. a kind of red-flowering Barleria Cristata, L."
SoRaSAli,1,1,hapax(1),"m. red rice, L."
SoRapattra,1,2,rare(2-9),"m. a kind of red-flowering hogweed, L."
SoRapuzpI,1,1,hapax(1),"f. a kind of plant (= sindUra-p˚), L."
SoRaratna,1,2,rare(2-9),"n. a red gem, ruby, L."
SoRasamBava,1,1,hapax(1),"n. the root of long pepper, L."
SoRitAmaya,1,1,hapax(1),"m. a partic. disease of the bl˚, L."
SoTaGnI,1,2,rare(2-9),"f. ‘removing tumours’, Boerhavia Procumbens or Desmodium Gangeticum, L."
SoTajit,1,1,hapax(1),"m. id., Boerhavia Procumbens, L."
SokanASa,1,1,hapax(1),"m. ‘s˚-destroying’, the Aśoka tree, L."
SolI,1,1,hapax(1),"f. yellow turmeric, L."
SozApahA,1,1,hapax(1),"f. ‘removing consumption’, a kind of plant (= klItanaka), L."
SrARA,1,2,rare(2-9),"(A), f. rice gruel, L."
SrIBrAtf,1,1,hapax(1),"m. ‘brother of Śrī’, the horse (fabled to have sprung with her from the ocean when churned"
SrIPalA,1,2,rare(2-9),"(A), f. the Indigo plant, L."
SrIPalI,2,2,rare(2-9),"(I), f. id., L."
SrIPalikA,2,2,rare(2-9),"f. a kind of gourd, L."
SrIhastinI,1,2,rare(2-9),"f. the sunflower, Heliotropium Indicum (so called as held in the hand of Śrī or Lakṣmī), L"
SrIkArin,1,1,hapax(1),"m. ‘causing increase’, a kind of antelope (= kuraNga; the flesh of it is considered highly"
SrIkandA,1,2,rare(2-9),"f. a kind of gourd, L."
SrImastaka,1,1,hapax(1),"m. ‘Lakṣmī's head’, a kind of garlic, L."
SrIpuzpa,3,2,rare(2-9),"n. cloves, L."
SrItAla,1,2,rare(2-9),"m. a kind of tree resembling the wine-palm, L."
SrIvAraka,1,2,rare(2-9),"m. Marsilea Quadrifolia, L."
SrIvAwI,1,2,rare(2-9),"f. a species of Nāga-vallī, L."
SrIvallI,2,2,rare(2-9),"f. Acacia Concinna, L."
SrIvezwa,1,3,uncommon(10-99),"m. the resin of the Pinus Longifolia, L."
SramaGnI,1,1,hapax(1),"f. the fruit of Cucurbita Lagenaria, L."
SramaRA,2,3,uncommon(10-99),"(A), f. a handsome woman, L."
SravaRaSIrzikA,1,2,rare(2-9),"f. Sphaeranthus Mollis, L."
SrezWAmla,1,1,hapax(1),"n. the fruit of Garcinia Cambogia, L."
SrutadevI,1,2,rare(2-9),"(I), f. ‘goddess of learning’, N. of Sarasvatī, L."
Srutakevalin,1,1,hapax(1),"m. N. of a class of Jaina Arhats (of whom six are enumerated), L."
SrutisPowA,1,1,hapax(1),"f. Gynandropsis Pentaphylla, L."
SuBaganDaka,1,1,hapax(1),"n. ‘agreeably-scented’, gum-myrrh, L."
SuBakarI,1,1,hapax(1),"(I), f. Prosopis Spicigera, L."
SuBapattrikA,1,1,hapax(1),"f. ‘having auspicious leaves’, Desmodium Gangeticum (a kind of shrub), L."
SuBrAlu,1,1,hapax(1),"m. a partic. bulbous plant, L."
SuBradantI,1,1,hapax(1),"(I), f. N. of the female of the elephants Puṣpa-danta (cf. SuBa-dantI) and Sārvabhauma, L."
Sucidruma,1,1,hapax(1),"m. ‘holy tree’, the sacred fig-tree, L."
SukaPala,1,1,hapax(1),"m. Calotropis Gigantea, L."
SukanASana,1,1,hapax(1),"m. ‘p˚-destroying’, a partic. plant (= dadru-Gna), L."
SukapucCaka,1,1,hapax(1),"n. a partic. drug (= granTi-parRa), L."
Sukataru,1,2,rare(2-9),"m. Acacia Sirissa, L."
SukavallaBa,1,2,rare(2-9),"m. ‘beloved by p˚’, the pomegranate tree, L."
Sukezwa,2,2,rare(2-9),"m. Acacia Sirissa, L."
