k1_slp1,L_sense_count,dcs_freqBand,dcs_band_label,mw_gloss_snippet
BakkikA,1,,,"f. a cricket, L. (cf. PaqiNgA)."
BaktakAra,1,,,"m. ‘food-preparer’, a cook, L."
BaktamaRqa,1,,,"m. n. the scum of boiled rice, L."
BaktapulAka,1,,,"m. or n. (?) a mouthful of rice kneaded into a ball, L."
BaktasikTa,1,,,"m. = -pulAka, L."
BaktatUrya,1,,,"n. music played during a meal, L."
Baktila,1,,,"mfn. attached, faithful, trusty (said of horses), L."
BaktoddeSaka,1,,,"m. ‘food-prescriber’, a partic. official in a Buddhist monastery, L."
BakzakAra,1,,,"m. ‘food-maker’, a cook, baker, L."
BakzapattrI,1,,,"f. betel-pepper (the leaf of which serves for food), L."
BakziRI,1,,,"f. Coix Barbata, L."
BakzyAlAbu,1,,,"f. a variety of cucumber (= rAjAlAbu), L."
BakzyaMkAra,1,,,"m. a baker, L."
BakzyabIja,1,,,"m. Buchanania Latifolia, L."
BakzyakAraka,1,,,"m. a baker, L."
BallapucCI,1,,,"f. ‘bear's tail’, Hedysarum Lagopodioides, L."
Baluha,1,,,"m. a dog, L."
BamBAsAra,1,,,"m. N. of a king (v.l. bimbisAra), L."
BamBarAlI,1,,,"f. a fly, L."
BamBarAlikA,1,,,"f. a gnat, mosquito, L."
Bandila,3,,,"n. fortune, L."
Bandra,1,,,"n. = Badra, L."
Bapati,1,,,"m. lord of a˚, the moon, L."
BaraRyAhvA,1,,,"f. Tiaridium Indicum, L."
BaraRyaBuj,1,,,"m. ‘receiving wages’, a hireling, servant, labourer, L."
BaraRyu,5,,,"m. a protector or master, L."
BarataprasU,1,,,"f. ‘mother of Bh˚’, N. of Kaikeyī (wife of Daśaratha), L."
Baratavarza,1,,,"n. ‘country of Bh˚’, a N. of India (= BArata-v˚), L."
Bargya,1,,,"m. N. of Śiva, L."
BarjU,1,,,"a preparation of barley, L."
BarmaRyA,1,,,"f. wages, hire, L."
Barmin,1,,,"m. a person whose father is a Brāhman and whose mother is a Pulkasī, L."
Bartsaka,1,,,"mfn. (ifc.) threatening, reviling, L."
BarukacCanivAsin,1,,,"m. an inhabitant of Bharu-kaccha, L."
BaruwA,1,,,"(√ BF?) fried meat, L."
BasUcaka,1,,,"m. ‘indicator of asterisms’, an astrologer, L."
Basala,1,,,"m. a large black bee, L."
Basana,1,,,"m. a bee, L."
Basanta,1,,,"m. time, L."
Basat,1,,,"m. a bird, L."
BasmANga,1,,,"mfn. ash-coloured, L."
BasmAhvaya,1,,,"m. camphor, L."
BasmakAra,1,,,"m. ‘making i.e. using ashes’, a washerman, L."
BasmarASi,1,,,"m. a heap of a˚, L."
BasmatUla,3,,,"n. frost, snow, L."
BasmaveDaka,1,,,"m. camphor, L."
BastrAvat,1,,,"mfn. furnished with a bellows or sack, L."
BastrI,1,,,"f. = BastrA, L."
BavAnIguru,1,,,"(L.) m. ‘Bh˚'s father’, N. of Hima-vat."
BavAtmajA,1,,,"f. N. of the goddess Manasā, L."
BavaGasmara,1,,,"m. a forest conflagration, L."
BavakAntAra,1,,,"m. or n. (?) the wilderness of worldly existence, L."
BavanADISa,1,,,m. pl. = prec. L.
BavapratisaMDi,1,,,"m. entering into ex˚, L."
Bavarud,1,,,"a drum played at funeral ceremonies, L."
BaveRu,1,,,"mfn. = Bavya, L."
Bavinin,1,,,"m. a poet, L. (˚vina, prob. w.r.)"
Bawila,2,,,"m. a servant, L.; a dog, L.."
Bawodyoga,1,,,"m. exertion of soldiers, L."
BawwaprayAga,1,,,"m. ‘the chief place of sacrifice’, the spot where the Yamunā falls into the Gaṅgā, L."
Bawwaraka,1,,,"mf(ikA)n. venerable, L."
BayaBrazwa,1,,,"mfn. = -druta, L."
BayabrAhmaRa,1,,,"m. a timid Brāhman, L."
BayacOrya,1,,,"n. a theft committed with fear or danger, L."
Bayadruta,1,,,"mfn. fled or fleeing through f˚, L."
BayajAta,1,,,"m. N. of a man, L."
Bayana,1,,,"n. fear, alarm, L."
BayapratIkAra,1,,,"m. removal of fear, L."
BayaqiRqima,1,,,"m. ‘terror-drum’, a drum used in battle, L."
BazA,1,,,"(A), f. a species of plant, L."
BazI,1,,,"(I), f. a bitch, L."
Bazita,1,,,"n. barking, L."
BeSa,1,,,"m. the regent of an asterism &c., L."
BedyaliNga,1,,,"mfn. distinguished by gender, L."
BekaBuj,1,,,"m. ‘frog-eater’, a snake, L."
Belana,1,,,"n. swimming, L."
Beluka,1,,,"m. Śiva's servant, L."
Beqra,1,,,"m. a ram, L."
BerInAda,1,,,"m. the sound of a k˚-d˚, L."
Bewaka,1,,,"m. buying, purchase, L."
BfNgARa,1,,,"m. a large black bee, L."
BfNgArIwa,1,,,"m. = BfNgarIwa (see BfNgariwi), L."
BfNgArikA,1,,,"f. = BfNgArI, a cricket, L."
BfNgIPala,1,,,"m. Spondias Mangifera, L."
BfNgaparRikA,1,,,"f. small cardamoms, L."
BfNgasodara,1,,,"m. Eclipta Prostrata, L."
BfNgiRI,1,,,"f. a species of tree, L."
BfRqi,1,,,"a wave, L. (cf. BaRqi)."
BfRwikA,1,,,"f. a species of plant, L. (prob. = BiriRwikA, q.v.)"
BfjjakaRWaka,1,,,"m. a person who uses medicinal roots for injurious purposes, L."
Bfkta,1,,,"mfn. roasted, fried, L."
BiRqItaka,1,,,m. (L.) Abelmoschus Esculentus.
BiRqimAla,1,,,"m. (or f(A). ) = BindipAla, L."
BidaTa,1,,,"m. an arrow, L."
Bidaka,2,,,"m. ‘cutter’ or ‘wounder’, a sword, L."
BikzukasatI,1,,,"f. a virtuous female mendicant, L."
BillaBUzaRA,1,,,"f. the seed of Abrus Precatorius, L."
Bindura,1,,,"m. Ficus Infectoria, L."
BinnA,1,,,"(A), f. Sanseviera Roxburghiana, L."
BinnaBinnAtman,1,,,"m. chick-pea, Cicer Arietinum, L."
BinnagAtrikA,1,,,"f. Cucumis Usitatissimus, L."
BinnakleSa,1,,,"mfn. one in whom the (Buddhistic) Kleśas (s.v.) are destroyed, L."
BinnakumBa,1,,,"m. a person who has regained his liberty by redeeming his pledge, L."
BittiKAtana,1,,,"m. ‘wall-digger’, a rat, L."
BitticOra,1,,,"m. ‘wall-burglar’, a house-breaker, L."
BizagBadrA,1,,,"f. a species of Croton, L. (v.l. viza-B˚)."
BogArhya,1,,,"n. corn, grain, L."
BogAvAsa,1,,,"m. ‘abode of pleasure’, the women's apartments, L."
BogISa,1,,,"m. ‘s˚-king’, N. of Ananta and Śeṣa, L."
BogapAla,1,,,"m. a groom, L. (cf. Bogika)."
BogapiSAcikA,1,,,"f. hunger, L."
Bogasadman,1,,,"n. ‘seat or abode of pleasure’, the women's apartments, L."
BogiBuj,1,,,"m. ‘s˚-eater’, an ichneumon, L."
BogiganDikA,1,,,"f. a species of ichneumon plant, L."
BogikAnta,1,,,"m. ‘dear to serpents’, air, wind, L."
BogyArha,1,,,"n. corn, grain, L. (cf. BogArhya)."
BojanatyAga,1,,,"m. abstinence from food, fasting, L."
BojyasamBava,1,,,"m. ‘having its origin in food’, chyle, chyme, the primary juice of the body (cf. rasa), L."
Boli,1,,,"m. a camel, L."
BowANga,1,,,"m. N. of a country, Bhutān, L."
BowIya,1,,,"mfn. Tibetan, L."
Bowago,1,,,"m. ‘the Tibetan ox’, Bos Gavaeus, L."
BrAjaTu,1,,,"m. brilliance, splendour, L."
BrAmakA,1,,,"f. a species of plant, L."
BrAntihara,1,,,"m. ‘taking away delusion’, a counsellor, minister of a king, L."
BrAtfSvaSura,1,,,"m. a husband's eldest b˚, L."
BrAtfjA,1,,,"f. a b˚'s daughter, L."
BrAtfpatnI,1,,,"f. = -jAyA, L."
BrAtfputra,1,,,"m. a b˚'s son, nephew, L. (also ˚tuz-p˚, g. kaskAdi)."
BrAtfvaDU,1,,,"f. = -jAyA, L."
BrAzwrajA,1,,,"f. a pan-cake made of rice flour, L."
BrAzwraja,1,,,"mfn. produced or cooked in a fr˚-pan, L."
BrUjAha,1,,,"n. the root of the eyebrows (perhaps the inner side), L."
BrUkuwIkuwika,1,,,"mfn., contraction of the brows, a frown, ifc. L."
Brajjana,1,,,"n. the act of roasting or frying, L."
BrakuYca,1,,,"m. the son of Kṣatriya and a Jallī, L."
Bramanta,1,,,"m. a small house, L."
BramarAlaka,1,,,"n. ‘bee-curl’, a curl on the forehead, L."
Bramaraja,1,,,"mfn. produced by bees (as honey), L."
BramarakIwa,1,,,"m. Vespa Solitaria, L."
Bramarapriya,1,,,"m. Nauclea Cordifolia, L."
Bramatkuwi,1,,,"f. a sort of umbrella, L. (cf. BramakuwI)."
Braza,1,,,"m. the son of a Vaiśya and a Vindakī, L."
BujAdala,1,,,"m. = Buja-d˚, L."
BujAkaRwa,1,,,"m. ‘hand-thorn’, a finger-nail, L."
BujAmaDya,1,,,"n. ‘the middle of the arm’, the elbow, L. (cf. Buja-m˚)."
BujaMgAKya,1,,,"m. Mesua Roxburghii, L."
BujaMgaBogin,1,,,"m. ‘id.’, a peacock, L. (v.l. -Bojin)."
BujaMgaGAtinI,1,,,"f. ‘killing snakes’, a species of plant (used as an antidote), L."
BujaMgahan,1,,,"m. ‘serpent-killer’, N. of Garuḍa, L."
BujaMgalatA,1,,,"f. betel-pepper, L."
BujaMgamamaya,1,,,"mf(I)n. consisting of snakes, L."
BujaMgaparRinI,1,,,"f. two species of plants, L."
BujadaRqaka,1,,,"(L.) m. ‘arm-staff’, a long arm."
Bujadala,1,,,"m. ‘arm-leaf’, the hand, L."
BujagABojin,1,,,"m. = ˚gASana, L."
BujagAhvaya,1,,,"n. lead, L."
BujagadAraRa,1,,,"m. ‘serpent-destroyer’, N. of Garuḍa, L."
Bujakowara,1,,,"m. the armpit, L."
BuktasamujJita,1,,,"n. = prec. n., L."
Buqqa,1,,,"m. N. of a poet (contemporary of Maṅkha), L."
BurBurikA,1,,,"f. a soft of sweetmeat, L."
CAgalAntrI,1,,,"f. = Cag˚, L."
CAgalAntrin,1,,,"m. = Cag˚, L."
CAganASana,1,,,"m. ‘goat-destroyer’, a wolf, L."
CAgaromamaya,1,,,"mfn. consisting of goat-hair, L."
CAgavAhana,1,,,"m. = -raTa, L. ="
CAttradarSana,1,,,"n. ‘looked at by pupils’, fresh butter, L."
CAttragaRqa,1,,,"m. a bad scholar (knowing only the beginnings of verses), L."
CAyABft,1,,,"m. ‘bearing a (hare's) image’, the moon, L."
CAyANka,1,,,"(˚yAn˚) m. ‘marked by a (hare's) image’, the moon, L., Sch."
CAyAmAna,1,,,"n. an instrument measuring a shadow, L., Sch."
CAyAmfgaDara,1,,,"m. = Bft, L."
CAyAmitra,1,,,"n. ‘shade-friend’, a parasol, L."
CAyAtanaya,1,,,"m. ‘son of Chāyā’, the planet Saturn, L."
CAyAtmaja,1,,,"(˚yAt˚), m. = -tanaya, L."
CUrikApattrI,1,,,"f. ‘knife-leaved’, Andropogon aciculatus, L."
Cadapattra,1,,,"m. a kind of birch, L."
CadistfRa,1,,,"n. straw for a roof, L."
CadmatApasa,1,,,"m. a pretended ascetic, L."
Caga,1,,,"m. = CA/ga, a he-goat, L."
CagalA,1,,,"(A), f. N. of a woman, g. bahv-adi; = ˚lAntrikA, L."
CagalANGrI,1,,,"v.l. for ˚lAntrI, L., Sch."
CagalARqI,1,,,"f. v.l. for ˚lAntrI, L., Sch."
CagalAntrin,1,,,"m. ‘having goats in the bowels’, a wolf, L."
Cagalaka,1,,,"m. a he-goat, L."
CalavAc,1,,,"f. deceitful speech, L."
CamaRqa,2,,,"m. = Cem˚, L."
CandakapAtana,1,,,"m. a hypocrite, L."
CaqI,1,,,"f. a kind of palm, L."
CardApanIkA,1,,,"f. (fr. Prākṛt Caus. √ Cfd) ‘emetic’, a kind of cucumber, L."
CardikAripu,1,,,"m. ‘anti-emetic’, cardamoms, L."
CattrAticCattrA,1,,,"f. id., L."
CattraBaNga,3,,,"m. ‘destruction of the royal parasol’, loss of dominion, L."
CawABA,1,,,"f. lightning, L."
Cedita,1,,,"mfn. cut, divided, L."
CekAla,1,,,[L.] mfn. clever.
Cekila,1,,,"mfn. id., L."
Celu,1,,,"Vernonia anthelminthica, L."
Ci,1,,,"m. abuse, L."
CinnavezikA,1,,,"f. Clypea hernandifolia, L."
Cowi,1,,,"v.l. for ˚win, 1 L."
Cowin,1,,,"m. a fisherman, L. (v.l. ˚wi)."
Cudra,2,,,"n. retaliation, L."
CurA,1,,,"f. lime, L."
CurikAPala,1,,,"n. = kzur˚, L."
DAmaka,1,,,"m. a sort of weight (= mAzaka), L."
DAmanikA,1,,,"f. (fr. DamanI?) Solanum Jacquini, L."
DAnAcUrRa,1,,,"n. the meal or flower of fried barley &c., L."
DAnAkA,1,,,"f. pl. = DAnA, L."
DAnDA,1,,,"f. small cardamoms, L."
DAnDya,1,,,"n. indisposition, L. (cf. DanDa)."
DAnuzkA,1,,,"f. Achyranthes Aspera, L."
DAnuzya,1,,,"m. ‘suitable for bows’, a bamboo, L."
DAnyAMSa,1,,,"m. a grain of corn, L."
DAnyAsTi,1,,,"n. threshed corn, L."
DAnyaSIrzaka,1,,,"n. the ear of corn, L."
DAnyaSUka,1,,,"n. the awn or beard of c˚, L."
DAnyacamasa,1,,,"m. rice flattened by threshing, L."
DAnyakawaka,1,,,"N. of a country, L."
DAnyakozwaka,1,,,"n. = -kUwa, L."
DAnyamAtf,1,,,"m. a measurer of c˚, L."
DAnyapaYcaka,1,,,"n. the 5 sorts of grain (SAli-DAnya, vrIhi-, SUka-, SimbI-, kzudra-), L."
DAnyasAra,1,,,"m. ‘essence of g˚’, threshed corn, L."
DAnyatvac,1,,,"f. husk of c˚, L."
DAnyavani,1,,,"(?) a heap of g˚, L."
DAnyavarDana,1,,,"n. usury with g˚, L."
DArANga,2,,,"(˚rANga) m. a sacred bathing-place, L."
DArAgra,1,,,"(˚rAg˚) n. the broad-edged head of an arrow, L."
DArAsnuhI,1,,,"f. N. of a plant, L."
DArAvani,1,,,"m. wind, L. (cf. next)."
DArAviza,1,,,"m. ‘having a poisoned edge’, a sword, scimitar, L."
DAraRADyayana,1,,,"n. the conservative method of reading (i.e. the rehearsing of a work to keep it in memory,"
DAraRImati,1,,,"m. (?) N. of a Samādhi, L."
DArayitrI,1,,,"f. the earth, L."
DArmapattana,1,,,"n. black pepper, L."
DAryatva,1,,,"n., L."
DArzwyaBUmi,1,,,"f. a prodigy of impudence, L."
DAtfputra,1,,,"m. ‘Brahmā's son’, N. of Sanat-kumāra, L."
DAtfpuzpikA,1,,,"f. Grislea Tomentosa, L. (cf. DAtu-)."
DAtrISvarI,1,,,"(˚trISv˚) f. Grislea Tomentosa, L."
DAtuGna,1,,,"m. ‘destroying the humours’, sour gruel, L."
DAtuSeKara,1,,,"n. ‘chief of minerals’, green vitriol, L."
DAtugrAhin,1,,,"m. calimine, L."
DAtukzayakAsa,1,,,"m. a consumptive cough, L."
DAtunASana,1,,,"n. = -Gna, L."
DAtupa,1,,,"m. ‘chief of the 7 fluids’, elementary juice or chyle, L."
DAturAjaka,1,,,"n. ‘chief fluid of the body’, semen, L."
DAtuvErin,1,,,"m. ‘metal-enemy’, sulphur, L."
DAtuviz,1,,,"f. = -mala, lead, L."
DAvani,1,,,"(also) a personification of the goddess of fortune, L."
DAwI,1,,,"f. assault, L."
DEnuka,2,,,"n. a herd of cows, L."
DISakti,1,,,"f. mental or intellectual faculty, L."
DIdA,1,,,"f. intelligence, understanding, L."
DIharA,1,,,"f. a kind of sweet gourd, L."
DIlawI,1,,,"f. daughter (cf. DItA, ˚dA), L."
DIna,1,,,"(?) n. iron, L."
DIrAja,1,,,"m. N. of one of the attendants of Śiva, L."
DIrAvI,1,,,"f. N. of a plant (= pItaSiMSapA), L."
DIrapattrI,1,,,"f. a partic. bulbous plant, L."
DIraskanDa,1,,,"m. ‘strong-shouldered’, a buffalo, L."
DOmata,1,,,"m. or n. myrrh, L."
DOtAYjanI,1,,,"f. a sort of collyrium (= try-aNkawa or ˚Ngawa), L."
DOtaKaRqI,1,,,"f. sugar-candy, L."
DOtaSila,1,,,"n. ‘bright stone’, rock crystal, L."
DOtabalI,1,,,"f. a kind of collyrium, L. (cf. ˚tAYjanI)."
DOtakawa,1,,,"m. a bag of coarse cloth, L."
DOtakoSaja,1,,,"n. bleached or purified silk (= pattrorRa), L."
DOtaya,1,,,"n. rock-salt, L. (cf. DOta-Sila)."
DURa,1,,,"m. the resin of Shorea Robusta, L."
DUlIjaNGa,1,,,"m. a crow, L."
DUliDvaja,1,,,"m. ‘dust-bannered’, air or wind, L."
DUlikedAra,1,,,"m. a mound, rampart of earth, L."
DUmA,1,,,"(A), f. a kind of plant, L."
DUmANga,1,,,"m. or n. = SiMSapA, L."
DUmakapuzpA,1,,,"f. a species of nettle, L."
DUmamahizI,1,,,"f. ‘smoke's wife’, fog, mist, L."
DUmapraBA,1,,,"f. ‘having smoke as light’, N. of a hell, L."
DUmarI,1,,,"f. mist, fog, L."
DUmasI,1,,,"f. a kind of flour or cake made of baked beans, L."
DUmasa,1,,,"m. Tectona Grandis, L."
DUmasaMhati,1,,,"f. = -rAji, L."
DUmorRApati,1,,,"m., = Y˚, L."
DUmrABa,1,,,"m. ‘smoke-coloured (?)’, air, wind, L."
DUmrAkzi,1,,,"m. a pearl of a bad colour, L."
DUmrAwa,1,,,"m. the fork-tailed shrike, L. (cf. ˚myAwa)."
DUmraSUka,1,,,"m. a camel, L."
DUmrajAnu,1,,,"mfn. having grey knees, L."
DUmraka,1,,,"m. ‘the grey animal’, a camel, L."
DUmrakarRa,1,,,"m. a donkey, L."
DUni,1,,,"f. shaking, agitation, L."
DUpAguru,1,,,"n. a kind of Agallochum, L."
DUpavfkzaka,1,,,"m. Pinus Longifolia, L."
DUrRa,1,,,"m. the resin of Shorea Robusta, L. (cf. DURa, DUnaka)."
DUrRi,1,,,"f. = Dfti, L."
DUrtA,1,,,"f. a sort of night-shade, L."
DUrtajantu,1,,,"m. ‘cunning creature’, man, L."
DUrtalavaRa,1,,,"n. a kind of salt, L."
DUrtamAnuzA,1,,,"f. N. of a plant (= rAsnA), L."
DUrvI,1,,,"f. (L.) = Dur, the forepart or pole of a carriage."
DUsaracCadA,1,,,"f. a kind of plant (= Sveta-vuhnA), L."
DUsarapattrikA,1,,,"f. Tragia Involucrata or Heliophytum Indicum, L."
DUstUra,1,,,"m. = DustUra, the thorn-apple, L."
DalaRqa,1,,,"m. a kind of small thorny tree, L."
Dalila,1,,,"m. or n. N. of a valley in which the capital of Udyāna is said to have been situated, L."
Damitra,1,,,"n. an implement for kindling fire, L. (cf. Dav˚)."
DanDa,1,,,"n. indisposition, L. (cf. DAnDya)."
DanIkA,1,,,"f. = dhanikā, a young woman, L."
DanIyaka,1,,,"n. coriander seed (= DanyAka), L."
DanacCU,1,,,"m. the Numidian crane (= karewavyA), L."
DanadAkzI,1,,,"f. a kind of tree (= kuberAkzI), L."
DanadAvAsa,1,,,"m. K˚'s residence, N. of the mountain Kailāsa, L."
Danakeli,1,,,"m. ‘sporting with w˚’, N. of Kubera, L."
DanapiSAcikA,1,,,"f. thirst for wealth, avarice, L."
DanasU,1,,,"m., ‘w˚-producer’, the fork-tailed shrike, L."
Danasyaka,1,,,"m. Asteracantha Longifolia, L."
Danotpatti,1,,,"f. income, L."
DanuHSAKA,1,,,"f. = ˚nur-guRA (below), L."
DanuSreRI,1,,,"f. Sanseviera Zeylanica, L."
Danugupta,1,,,"m. N. of a man, L."
DanuketakI,1,,,"f. a kind of flower, L."
DanurASi,1,,,"m. the sign of the zodiac Sagittarius, L."
DanurAja,1,,,"m. N. of one of the ancestors of Śakya-muni, L."
Danurdruma,1,,,"m. ‘b˚ tree’, the bamboo (used for bows), L."
DanurguRA,1,,,f. Sanseviera Zeylanica (from the leaves of which a tough thread is extracted of which b˚-
DanurmAlA,1,,,"f. = -guRA, L."
DanurmArga,1,,,"m., ‘b˚ line’, curve, L."
DanurmaDya,1,,,"n. the middle part of a b˚ (= lastaka), L."
DanuryAsa,1,,,"m. Alhagi Maurorum, L."
DanuzkarI,1,,,"f. a kind of flower, L."
DanvantarigrastA,1,,,"f. Helleborus Niger, L."
Danvataru,1,,,"m. ‘desert tree’, a kind of Soma plant, L."
DanvayavAsa,1,,,"m. Alhagi Maurorum, L."
DanyatiTi,1,,,"m. an auspicious or a particular day, L."
DarADArA,2,,,"f. ‘support of the mountains’, the earth, L."
DarAkadamba,1,,,"m. Nauclea Cadamba, L. ="
DarAsUnu,1,,,"m. = -putra, L."
DaraRIkIlaka,1,,,"m. a mountain, L."
DaraRIkanda,1,,,"m. a kind of bulbous plant or esculent root, L."
DaraRIpUra,1,,,"m. ‘earth-flooding’, the ocean, L."
DaraRIsutA,1,,,"f. of Sitā, L."
DaraRItalaSrI,1,,,"m. N. of a prince of the Kiṃnaras, L."
DarmADikArakAraRin,1,,,m. a judge (L.)
DarmANgA,1,,,"f. a heron, L. (cf. Darma-rAj)."
DarmAha,1,,,"m. yesterday, L. (cf. ˚ma-vAsara)."
DarmArTika,1,,,"mfn. striving after righteousness, just, pious, L."
DarmaDAtuniyata,1,,,"m. a partic. Samādhi, L."
DarmacakraBft,1,,,"m. ‘holding the wh˚ of the l˚’, a Buddha or Jaina, L."
Darmacandra,1,,,"m. ‘l˚-moon’, N. of a man, L."
Darmacintana,1,,,"n. (L.) consideration of the l˚ or duty, virtuous reflection."
DarmadAna,1,,,"n. a gift made from duty, L."
DarmadfQABedyasunilamBa,1,,,"m. N. of a king of the Garuḍas, L."
DarmadravI,1,,,"f. ‘having l˚ or virtue for its waters’, N. of the Ganges, L."
Darmapattra,1,,,"n. Ficus Glomerata, L."
Darmapawwa,1,,,"m. the band of l˚ or duty, L."
DarmapracAra,1,,,"m. ‘the course of l˚ or right’, fig. = sword, L."
DarmasaBA,1,,,"f. court of justice, tribunal, L."
DarmasiMha,1,,,"m. ‘lion of virtue’, N. of a man, L."
DarmavARijika,1,,,(L.) m. one who tries to make a profit out of his virtue like a merchant.
DarmavAsara,2,,,"m. day of religious duties, the day of full moon, L."
DarmavidyA,1,,,"f. knowledge of the l˚ or right, L."
DarmayaSas,1,,,"m. ‘glory of the l˚’, N. of a man, L."
Darmayu,1,,,"mfn. righteous, virtuous, L."
Darmayuj,1,,,"mfn. = -yukta, L."
DarmopadeSaka,1,,,"m. teacher of the l˚, spiritual preceptor, L."
DaropasTa,1,,,"m. the surface of the earth, L."
DarzitA,1,,,"f. an unchaste woman, L."
DavalayAvanAla,1,,,"m. wh˚ Yāvanāla, L."
DavanI,1,,,"f. Desmodium Gangeticum or a similar plant, L."
DenI,1,,,"(I), f. a river, L."
Dena,1,,,"m. the ocean or a river, L."
DenukAdugDa,2,,,"n. cow's milk, L."
DenukAri,2,,,"m. ‘enemy of Dh˚’, Kṛṣṇa, L."
DenukaDvaMsin,1,,,"m. ‘slayer of Dhenuka’, Kṛṣṇa, L."
Denukara,1,,,"m. Daucus Carota, L."
DenukasUdana,1,,,"m. = -DvaMsin, L."
DenumakzikA,1,,,"f. horse-fly, gad-fly, L."
DftadIDiti,1,,,"m. ‘constant in splendour’, fire, L."
Dftiyoga,1,,,"m. N. of an astrol. and mystical Yoga, L."
DftvarI,1,,,"(arI), f. the earth, L."
DfzARa,1,,,"m. a god, L."
DfzRaj,1,,,"mfn. bold, confident, impudent, L. (cf. ˚za/j)."
DfzRi,1,,,"m. ray of light, L."
DiyAmpati,2,,,"m. ‘lord of the thoughts’, the soul, L."
DmAkAra,1,,,"m. a black-smith, L."
Doqa,1,,,"m. a sort of snake (commonly Dhora), L."
Dorita,1,,,"n. a horse's trot, L."
Dotra,1,,,"n. a rope, cord, L."
DrURA,1,,,"f. sound, L."
DruvadevI,1,,,"f. N. of a princess, L."
Druvapawu,1,,,"m. N. of a prince, L."
DruvarAja,1,,,"m. N. of a prince, L."
Duka,1,,,"m. a kind of plant (commonly Bhuyabora or Rānabora), L."
DunInATa,1,,,"m. ‘lord of the rivers’, the ocean, L."
Duvitra,1,,,"n. = Davi/tra, L."
DvANkzArAti,1,,,"m. ‘crow-enemy’, an owl, L."
DvANkzanAman,1,,,"m. a species of dark Udumbara, L."
DvANkzapuzwa,1,,,"m. ‘brought up by crows’, the Kokila or Indian cuckoo (cf. kAka-p˚), L."
DvANkzavallI,3,,,"f. Ardisia Solanacea, L."
DvAkzA,1,,,"f. N. of a plant and its fruit, L. (v.l. DvANkzA)."
DvAntacitta,1,,,"m. a fire-fly, L. (v.l. -vitta)."
DvAntamaRi,1,,,"m. a firefly, L."
DvAntonmeza,1,,,"m. = ˚nta-citta, L."
DvaMsI,1,,,"(I), f. a mote in a sun-beam, L."
Dvajahfta,1,,,"mfn. = ˚jAhfta, L."
DvajapraharaRa,2,,,"m. ‘b˚-striking’, air, wind, L."
DvajotTAna,1,,,"n. = jocCrAya N. of a festival in honour of Indra, L."
Dvanamodin,1,,,"m. ‘delighting by its sound’, a bee, L."
DvaniboDaka,1,,,"m. a kind of grass (= rohiza), L."
Dvanigraha,1,,,"m. ‘sound-catcher’, the ear, L."
DvaninAlA,1,,,"f. N. of sev. musical instruments, L."
DvanivikAra,1,,,"m. change of voice, L."
DyAmIkaraRa,2,,,"n. making dark-coloured, blackening, L."
DyAmIkfta,1,,,"mfn. made dark-coloured, blackened, L."
DyAtva,1,,,"n. thought, reflection, L."
EBI,1,,,"f. a kind of pumpkin, L."
ERika,1,,,"mfn. hunting black antelopes, L."
Endraluptika,1,,,"mfn. (fr. indra-lupta), afflicted with morbid baldness of the head, L."
GAsasTAna,1,,,"n. pasture ground, L."
GAtanasTAna,1,,,"n. a slaughter-house, L."
GAtipakzin,1,,,"m. ‘murderous bird’, an owl or a hawk, L."
GAtivihaga,1,,,"m. id., L."
GUkAri,1,,,"m. ‘owl-enemy’, a crow, L."
GUkAvAsa,1,,,"m. ‘abode of owls’, Trophis aspera, L."
GaRqa,1,,,"m. a bee (cf. GuRqa), L."
GaRwAka,1,,,"m. = ˚Rwaka, L."
GaRwinIbIja,1,,,"n. = ˚RwA-b˚, L."
GaRwu,2,,,"m. a string of bells tied on an elephant's chest as an ornament, L."
Gala,1,,,"n. = Gola, L."
GanAGanA,1,,,"f. Solanum indicum, L."
GanAYjanI,1,,,"f. ‘cloud-unguent (?)’, N. of Durgā, L."
GanAkara,1,,,"m. ‘multitude of clouds’, the rainy season, L."
GanArAva,1,,,"m. id., L."
GanaDAtu,1,,,"m. ‘inspissated element of the body’, lymph, L."
Ganagolaka,1,,,"m. an alloy of gold and silver, L."
GanajambAla,1,,,"m. a quantity of mire, slough, L."
GanajvAlA,1,,,"f. ‘cloud-light’, lightning, L."
GanakaPa,1,,,"m. ‘cloud-phlegm’, hail, L."
GananABi,1,,,"m. ‘being in the interior of clouds’, smoke (supposed to be a principal ingredient of clou"
